Title,Document Name,Ark Identifier,July,August,September,Total
"Thomas J. Fox Collection",ohs_2000-002-converted.xml,80444/xv21731,3,3,2,8
"Dockery, Gwynn Brice Papers",ohs_1998-001-converted.xml,80444/xv37463,6,0,2,8
"North Pacific College of Oregon Collection",ohs_2010-016-converted.xml,80444/xv11456,3,4,1,8
"Harold B. Meyers Collection",ohs_2002-006-converted.xml,80444/xv17343,1,1,5,7
"Oregon Public Health Association (OPHA) Records",ohs_2015-008-converted.xml,80444/xv89941,4,3,0,7
"Edwards ,Lowell and Miles Papers",ohs2012008-converted.xml,80444/xv97738,2,2,3,7
"Harry J. Sears Collection, Guide to the",ohs_2005-009-converted.xml,80444/xv91104,0,6,1,7
"Matarazzo, Joseph D. Papers",ohs_1997-004-converted.xml,80444/xv27127,5,2,0,7
"Scherman, Quenten Papers",ohs_2013-021-converted.xml,80444/xv65597,7,0,0,7
"Brunkow, Milton deVries Papers",ohs_2000-003-converted.xml,80444/xv08706,4,0,3,7
"Physician Assistant Records, OHSU Division of",ohs_2008-023-converted.xml,80444/xv59448,1,5,1,7
"Graduate Student Organization Records",ohs_2015-013-converted.xml,80444/xv78463,6,1,0,7
"Woolley, Ivan Medhurst Papers",ohs_2002-004-converted.xml,80444/xv86566,3,2,2,7
"University News and Publications Print Collection",ohs_2004-003-converted.xml,80444/xv24517,5,0,2,7
"Student Activities Building Papers",ohs_2003-003-converted.xml,80444/xv44314,7,0,0,7
"McClary, Allan Robert Video Collection",ohs_2006-001.xml,80444/xv86557,1,4,2,7
"Oregon State Medical Society Records",ohs_1997-003-converted.xml,80444/xv78610,1,2,3,6
"Pati, P. K. Dr. Oral History Project",ohs_2016-001-converted.xml,80444/xv91329,6,0,0,6
"Raymond and Edward Bennett Receipt Collection",ohs_2005-007-converted.xml,80444/xv28100,2,0,4,6
"Hills, Ruby, Hilterbrant, Kathryn and Richards, Edith Papers",ohs_1998-007-converted.xml,80444/xv07910,1,3,2,6
"Baird, David W. E. Papers",ohs_1998-002-converted.xml,80444/xv61764,0,6,0,6
"Sears, Harry J. Glass Lantern Slide Collection",ohsu_2006-011.xml,80444/xv09680,0,3,3,6
"Washington State Pharmacy Prescription Collection",ohs_2016-004-converted.xml,80444/xv71649,6,0,0,6
"Kantor, Joseph Collection",ohs_2015-016-converted.xml,80444/xv09750,4,2,0,6
"Ziegler, Amelia Papers",ohs_2007-014-converted.xml,80444/xv01702,3,3,0,6
"Oregon Medical Association: Oregon Medical History Collection",ohs_2011-005-converted.xml,80444/xv45715,3,3,0,6
"Kohler, Peter O. Slide Collection",ohsu_2006-010.xml,80444/xv52249,2,0,4,6
"Greene, Herbert Merton Papers",ohsu_2006-005.xml,80444/xv30569,2,2,2,6
"Sullivan, David E. Papers",ohs_2005-018-converted.xml,80444/xv46780,0,4,2,6
"Medical Informatics Course Materials",ohs_2011-008-converted.xml,80444/xv21414,6,0,0,6
"Doernbecher Memorial Hospital for Children: Book of Remembrance",ohs_2006-002.xml,80444/xv00259,5,0,1,6
"Holman, Charles Nixon Papers",ohs_2013-020-converted.xml,80444/xv17660,6,0,0,6
"Nardone, David A. Papers",ohs_2013-002-converted.xml,80444/xv36178,6,0,0,6
"Riley, Katie Public Health Preventive Medicine Oral History Project Records",ohs_2013-028-converted.xml,80444/xv42831,6,0,0,6
"Harris, George C. Papers",ohs_2010-004-converted.xml,80444/xv40411,3,2,0,5
"President’s Office Records ca. 1970’s and 80’s",ohs_2003-006-converted.xml,80444/xv41995,0,0,5,5
"James Hamilton Beck Collection",ohs_2000-004-converted.xml,80444/xv95129,0,3,2,5
"Mardikes, Tara Papers",ohs_1998-008-converted.xml,80444/xv78912,0,3,2,5
"University of Medical School Record of Gifts",ohs_1999-006-converted.xml,80444/xv20465,2,3,0,5
"Willamette University Medical Department Records",ohs1999001.xml,80444/xv38110,1,3,1,5
"Multnomah County Hospital Interns Photograph Collection",ohs_2001-012-converted.xml,80444/xv44931,0,1,4,5
"A. D. Mackenzie Papera",ohs_2003-007-converted.xml,80444/xv08340,4,0,1,5
"Clarke, J. Henry School of Dentistry Centennial Collection",ohs_2003-009-converted.xml,80444/xv82305,0,3,2,5
"Unknown",ohs_1997-0002.xml,80444/xv74765,3,1,1,5
"OHSU Hospital Environmental Services Slide Collection",ohs_2016-003-converted.xml,80444/xv21862,5,0,0,5
"Grossman, Charles M. Papers",ohs_2008-027-converted.xml,80444/xv52325,3,2,0,5
"Bentley, J. Peter Papers",ohs_1998-003-converted.xml,80444/xv21905,3,2,0,5
"Osterud, Harold T. Papers",ohs_2004-004-converted.xml,80444/xv86743,4,1,0,5
"Victor X-Ray Corporation Glass Lantern Slide Collection",ohs_2007-003-converted.xml,80444/xv71685,1,0,4,5
"People’s Institute and Portland Free Dispensary Minutes of the Board of Directors",ohs_2001-002-converted.xml,80444/xv33062,5,0,0,5
"University News and Publications Media Collection",ohs_2004-002-converted.xml,80444/xv47964,0,3,2,5
"Hoffmann, Carl Julius Glass Lantern Slide Collection",ohsu_2006-009.xml,80444/xv88302,0,1,3,4
"People's Institute and Free Dispensary Glass Lantern Slide Collection",ohs_1999-010-converted.xml,80444/xv03881,3,0,1,4
"MacCown, Dr. C. C. Collection",ohs_2001-008-converted.xml,80444/xv10388,1,0,3,4
"Doctor's Home Visit Ledger Records",ohs_2005-023.xml,80444/xv15979,0,0,4,4
"Guide to the Oregon Department of Human Services Published Materials",ohs_2014-022-converted.xml,80444/xv36614,4,0,0,4
"Public Health Survey of the City of Portland Records",ohs_2005-012-converted.xml,80444/xv15023,0,0,4,4
"Baker, Russell L.",ohs_2011-002-converted.xml,80444/xv43203,4,0,0,4
"Oregon State Medical Society Records",ohs_1997-003.xml,80444/xv42178,4,0,0,4
"Richard B. Dillehunt Photograph Album",ohs_2004-001-converted.xml,80444/xv52124,1,0,3,4
"News Article Scrapbook Collection",ohs_2005-013-converted.xml,80444/xv13452,0,4,0,4
"Clarice Ashworth francone Medical Illustration Collection",ohs_1999-002-converted.xml,80444/xv69458,1,3,0,4
"Holmes, Catherine Anna Prideaux Papers",ohs2006_008.xml,80444/xv22248,3,0,1,4
"BRAINet Records Collection",ohs_2015-003-converted.xml,80444/xv04214,0,0,4,4
"Dr. Snapp Prescription Collection",ohs_2013-012-converted.xml,80444/xv93612,3,0,1,4
"Albert E. Mackay Collection",ohs_2002-005-converted.xml,80444/xv10977,0,0,4,4
"Guide to the University of Oregon Medical School, Cashier's Office Ledger Collection",ohs_1998-013-converted.xml,80444/xv66879,0,0,3,3
"History of Dentistry Collection",ohs_2003-008-converted.xml,80444/xv68423,1,2,0,3
"Yamhill County Medical Society Records",ohs_2014-020-converted.xml,80444/xv72937,2,0,1,3
"Southern Oregon Medical Society Records",ohs_2004-012-converted.xml,80444/xv78771,3,0,0,3
"Strohm, John Guy Scrapbook: Base Hospital 46",ohs_2004-026-converted.xml,80444/xv25570,0,3,0,3
"Portland Free Dispensary Letters",ohs_2005-010-converted.xml,80444/xv88006,0,2,1,3
"Accession # 2012-011 Strategic Communications Collection on Institutional History, Guide to",ohs_2012-011-converted.xml,80444/xv18643,3,0,0,3
"Department of Medical Informatics and Clinical Epidemiology (DMICE) Records",ohs_2013-013-converted.xml,80444/xv32510,2,0,1,3
"Portland Academy of Medicine Records",ohs_2004-019-converted.xml,80444/xv16903,0,1,2,3
"Saslow, George Reprints Collection",ohs_2007-010-converted.xml,80444/xv68228,2,0,1,3
"Bacon, Robert L. Papers",ohs_1997-005-convertedx.xml,80444/xv34741,0,0,3,3
"Reinschmidt, Julian Stephen Papers",ohs_2013-005-converted.xml,80444/xv63122,3,0,0,3
"Zimmerman, William Collection",ohs_2001-005-converted.xml,80444/xv10534,2,1,0,3
"UOMS Hospitals And Clinics Records",ohs_2004-006-converted.xml,80444/xv30969,0,3,0,3
"George W. Tamiesie Collection",ohs_2001-009-converted.xml,80444/xv18374,0,0,3,3
"Neurological Sciences Institute Records (NSI)",ohs_2008-004-converted.xml,80444/xv81250,3,0,0,3
"Sinhalese Ola Collection",ohs_2010-023-converted.xml,80444/xv95733,3,0,0,3
"Medical Research Foundation Collection",ohs_2015-001-converted.xml,80444/xv30822,3,0,0,3
"Multnomah County - Division of Public Health Collection",ohs_2015-007-converted.xml,80444/xv73638,3,0,0,3
"MacCracken, Edith Bolte Collection on the History of the Physicians of Jackson County",ohs_2005-011-converted.xml,80444/xv12841,2,0,0,2
"Blair, Hannibal Papers",ohs_2007-013-converted.xml,80444/xv79632,2,0,0,2
"Sihalese Ola Collection",ohs_2010-023-convertedx.xml,80444/xv99542,0,1,1,2
"Pacific Northwest Medical Association Records",ohs_2008-014-converted.xml,80444/xv97418,0,0,2,2
"Pearson, Anthony Glass Lantern Slide Collection",ohs_1997-001-converted.xml,80444/xv59899,2,0,0,2
"Rose, Robert Leon Papers",ohs2005_026-converted.xml,80444/xv79934,2,0,0,2
"University Relations & Public Affairs Records",ohs_2004-008-converted.xml,80444/xv06933,2,0,0,2
"Oregon Alcohol Education Committee Scrapbook Collection",ohs_2005-004-converted.xml,80444/xv21734,0,2,0,2
"Gulick, Fred E. Collection",ohs_2015-029-converted.xml,80444/xv29696,0,2,0,2
"Hale, Warrren W. Papers",ohs_2008-025-converted.xml,80444/xv93011,0,2,0,2
"OHSU Organ Transplant Program",ohs_2009-012-converted.xml,80444/xv91201,2,0,0,2
"People's Institute and Free Dispensary Records",ohs_2008-010-converted.xml,80444/xv71026,2,0,0,2
"OHSU Overseers and Trustees Records",ohs_2004-020-converted.xml,80444/xv40145,2,0,0,2
"John E. Weeks Collection",ohs_2001-003-converted.xml,80444/xv79431,0,2,0,2
"All- Hill Council Image Collection",ohs_2005-003-converted.xml,80444/xv94171,0,1,1,2
"Sigma Theta Tau International Honor Society of Nursing Records",ohs_2013-004-converted.xml,80444/xv37692,2,0,0,2
"Unknown",ohs_1997-004.xml,80444/xv50036,2,0,0,2
"Oregon Nurses Association Legislative Committee Records",ohs_2008-012-converted.xml,80444/xv21994,2,0,0,2
"Pharmacy Department Collection",ohs_2015-006-converted.xml,80444/xv41992,2,0,0,2
"Guide to the School of Nursing Alumni Association Board Records",ohs_2014-021-converted.xml,80444/xv35421,2,0,0,2
"Dow, Robert Stone Papers",ohs_2008-003-converted.xml,80444/xv95263,2,0,0,2
"Larsell, Olaf Annotated Research Bibliography",ohs_2008-011-converted.xml,80444/xv33599,2,0,0,2
"Dukenfield, Charles E. Lecture and Clinical Notes",ohs_2004-018-converted.xml,80444/xv17199,2,0,0,2
"Pediatric Patient Records: Doernbecher Memorial Hospital for Children and Outpatient Clinic",ohs_2007-008-converted.xml,80444/xv26770,0,2,0,2
"Devlin, Donald Collection",ohs_1998-005-convertedx.xml,80444/xv29602,0,0,2,2
"Doernbecher Memorial Hospital for Children Silver Tea Report Records",ohs_2005-015-converted.xml,80444/xv30618,1,1,0,2
"Meet Dr. Marquam Image Collection",ohs_2003-005-converted.xml,80444/xv99862,0,0,2,2
"Unknown",ohs2001004.xml,80444/xv19631,0,2,0,2
"OHSU Brain Institute Records",ohs_2014-006-converted.xml,80444/xv11065,2,0,0,2
"Labby, Daniel H. Historical Image Collection",ohs_1998-014-converted.xml,80444/xv37750,0,0,2,2
"Hagan, Dorothy W. Photograph Collection",ohs_2006-013-converted.xml,80444/xv26425,2,0,0,2
"Porter, George A. Collection",ohs_1998-012-converted.xml,80444/xv74536,0,0,2,2
"Miles, Orla B. Papers",ohs_2004-024-converted.xml,80444/xv50970,0,2,0,2
"Arthur J. McLean Papers",ohs_2001-014-converted.xml,80444/xv35275,1,0,1,2
"Physician's Receipt Record Book",ohs_2004-016-converted.xml,80444/xv16738,2,0,0,2
"Book Plate Collection",ohs_2005-021-converted.xml,80444/xv10302,2,0,0,2
"Portland Academy of Medicine Records 1986-1999",ohs_2009-011-converted.xml,80444/xv84240,0,1,0,1
"Hoffmann, Carl Julius Scrapbook",ohs_2008-002-converted.xml,80444/xv35159,0,0,1,1
"Mary Ann Farnsworth Papers",ohs_2013-008-converted.xml,80444/xv91290,1,0,0,1
"King, Warren Report",ohs_2004-010-converted.xml,80444/xv63711,0,1,0,1
"Barker, Henry D. Papers",ohs_2012-009-converted.xml,80444/xv24850,0,0,1,1
"Alpha Epsilon Iota Collection",ohs_2004-023-converted.xml,80444/xv79675,0,0,1,1
"Biomedical Information Communication Center Architectural Plans",ohs_1998-010-converted.xml,80444/xv93484,1,0,0,1
"Anderson, Robert L. and Karen Brinkman Anderson Papers",ohs_2011-004-converted.xml,80444/xv99942,0,0,1,1
"Morris, Cliff Papers",ohs_1998-006-converted.xml,80444/xv89721,0,1,0,1
"University of Oregon School of Medicine, Medical Faculty Auxiliary Records",ohs_1997-006.xml,80444/xv94009,0,0,1,1
"Rieke, Forrest E. Collection on the Oregon Shipbuilding Corporation (Kaiser Company)",ohs_2007-007-converted.xml,80444/xv98345,0,1,0,1
"Holcomb, Curtis R. Class Notes",ohs_2004-032-converted.xml,80444/xv05386,1,0,0,1
"Stewart, Alice M. Collection",ohs_2003-002-converted.xml,80444/xv20205,0,0,1,1
"People's Institute and Free Dispensary Glass Lantern Slide Collection",ohs1999010.xml,80444/xv96011,1,0,0,1
"Miller, Horace C. Papers",ohs_2010-013-converted.xml,80444/xv51583,1,0,0,1
"Hilda E. Drum Collection",ohs_1999-013-converted.xml,80444/xv65216,0,0,1,1
"Medical College Building Association Records Guide",ohs_1999-004-converted.xml,80444/xv81036,0,0,0,0
"Coshow, George Horace Medical School Materials Collection",ohs_2009-015-converted.xml,80444/xv07574,0,0,0,0
"OHSU Newspaper Folio Collection",ohs_2009-020-converted.xml,80444/xv27304,0,0,0,0
"Stearns, Roy Sumner Class Notes",ohs_2004-031-converted.xml,80444/xv47207,0,0,0,0
"Kodadek, Sheila Papers",ohs_2013-011-converted.xml,80444/xv88220,0,0,0,0
"Oregon Medical Association: Oral History Project",ohs_2004-005-converted.xml,80444/xv99951,0,0,0,0
"UOMS Legislative Appropriations Records, 1913-1919",ohs_2004-028-converted.xml,80444/xv46563,0,0,0,0
"Howell, Greg Collection on Harry J. Sears, Ph.D.",ohs_2008-026-converted.xml,80444/xv14630,0,0,0,0
"Selling, Laurence Papers",ohs_2008-001-converted.xml,80444/xv39251,0,0,0,0
"Doernbecher Memorial Hospital for Children Records",ohs_2008-016-converted.xml,80444/xv86761,0,0,0,0
"Jones, Arthur C. Papers",ohs_1999-008-converted.xml,80444/xv99145,0,0,0,0
"UOMS Nursing Clerkship Papers",ohs_2008-005-converted.xml,80444/xv73092,0,0,0,0
"Stroud, Howard J. Papers",ohs_2007-015-converted.xml,80444/xv74996,0,0,0,0
"Towe, Arnold Reprint Collection",ohs_2008-024-converted.xml,80444/xv75006,0,0,0,0
"University of Oregon Department of Nursing Records",ohs_2008-013-converted.xml,80444/xv39978,0,0,0,0
"Ph.D. Hoods Collection",ohs_2004-021-converted.xml,80444/xv76119,0,0,0,0
"American Student Dental Association Chapter Records",ohs_2005-025-converted.xml,80444/xv05429,0,0,0,0
"Sears, Harry J. Correspondence & Publications",ohs_2008-018-converted.xml,80444/xv45986,0,0,0,0
"Cowlitz County Physician's Home Visit Ledger",ohs_2005-023-converted.xml,80444/xv21380,0,0,0,0
"Outpatient Clinic Construction Contracts and Specifications",ohs_1999-009-converted.xml,80444/xv37414,0,0,0,0
"Spalding, Joy Collection on the Physicians for Social Responsibility",ohs_2012-010-converted.xml,80444/xv62661,0,0,0,0
"Gaines, Barbara Conway Papers",ohs_2008-019-converted.xml,80444/xv74877,0,0,0,0
"Guide to the Multnomah County Hospital Staff Meeting Minutes",ohs_2005-014-converted.xml,80444/xv98898,0,0,0,0
"Leitch, Gordon B. Papers",ohs_2012-012-converted.xml,80444/xv80499,0,0,0,0
"University of Oregon Medical School Executive Faculty Meeting Minutes",ohs_2004-011-converted.xml,80444/xv69882,0,0,0,0
"University of Oregon Medical School Senior Papers: Surgery Clerkships",ohs_2008-006-converted.xml,80444/xv14157,0,0,0,0
"Queen, Frank B Glass Lantern Slide Collection",ohs_2007-002-converted.xml,80444/xv71914,0,0,0,0
"Class Notes Collection, Matthew Caldwell Guide",ohs_2005-006-converted.xml,80444/xv86135,0,0,0,0
"Davis, Irvin I. Anatomy Lecture Notes",ohs_2011-006-converted.xml,80444/xv78396,0,0,0,0
"Technical Sergeant Evart A. Tinker Image Collection",ohs_2000-005-converted.xml,80444/xv24020,0,0,0,0
"Wiens, Ruth Papers",ohs_2013-018-converted.xml,80444/xv10885,0,0,0,0
"Hilterbrant, Kathryn D. Collection",ohs_2003-001-converted.xml,80444/xv77587,0,0,0,0
"University of Oregon Medical School Records",ohs_2008-017-converted.xml,80444/xv99652,0,0,0,0
"Thornton Pharmacy Prescription Collection",ohs_2014-012-converted.xml,80444/xv76428,0,0,0,0
"Medical School Committee, Board of Regents, Doernbecher Children’s Hospital Meeting Minutes",ohs_2004-022-converted.xml,80444/xv43060,0,0,0,0
"Lindeman, Carol Ann Lehman Papers",ohs_2004-029-converted.xml,80444/xv91629,0,0,0,0
"Jones, Richard T. Papers",ohs_1998-011-converted.xml,80444/xv88427,0,0,0,0
"Wight, Otis B.- Base Hospital 46: Glass Plate Negative Collection",ohs_2006-012-converted.xml,80444/xv52273,0,0,0,0
"Dobbs, Jeri L., Artificial Heart Valve Collection",ohs_2006-2-converted.xml,80444/xv24359,0,0,0,0
"Phillips, Lucy Davis Collection on Women Graduates of Oregon Medical Schools",ohs_2004-030-converted.xml,80444/xv33285,0,0,0,0
"Miles, Robert Herbert Class Notes",ohs_2004-009-converted.xml,80444/xv76046,0,0,0,0
"Burns, Catherine Papers",ohs_2013-017-converted.xml,80444/xv82015,0,0,0,0
"Vinyl LP Recordings of Soviet Doctors",ohs_2010-020-converted.xml,80444/xv11773,0,0,0,0
"White, John BeVier Papers",ohs_2010-024-converted.xml,80444/xv27111,0,0,0,0
"University of Oregon Medical School Executive Committee Minutes",ohs_1999-005-converted.xml,80444/xv98834,0,0,0,0
"Portland Area Health Sciences Librarians and Oregon Health Sciences Libraries Association Records",ohs_2007-001-converted.xml,80444/xv84008,0,0,0,0
"Taubenberger, Peter Papers",ohs_2013-014-converted.xml,80444/xv57278,0,0,0,0
,,Totals,606,437,377,1420
