Title,Document Name,Ark Identifier,July,August,September,Total
"Berg (Jim) Student Folklore Fieldwork Project",orflr_1969_045.xml,80444/xv87579,9,0,2,11
"Delzell (Rebecca) Student Folklore Fieldwork Project",orflr_1991_033.xml,80444/xv65884,9,2,0,11
"Larson (Krista) Student Folklore Fieldwork Project",orflr_1971_295.xml,80444/xv16595,6,1,4,11
"Gregg (Catherine G.) Student Folklore Fieldwork Project",orflr_1981_024.xml,80444/xv69561,5,6,0,11
"Storey (Howard) Student Folklore Fieldwork Project",orflr_1979_008.xml,80444/xv83316,0,4,6,10
"Blanton (Aaron) Student Folklore Fieldwork Project",orflr_2011_006.xml,80444/xv91784,9,0,1,10
"Johnson (Mira) and Vrtis (Christy) Student Folklore Fieldwork Project",orflr_2009_006.xml,80444/xv42578,10,0,0,10
"Bentley (Alex) Student Folklore Fieldwork Project",orflr_2012_018.xml,80444/xv15103,7,0,3,10
"Meusey (Roberta) Student Folklore Fieldwork Project",orflr_1970_125.xml,80444/xv18835,9,1,0,10
"Anonymous Student Folklore Fieldwork Project",orflr_1971_167.xml,80444/xv74658,7,0,3,10
"Avey (Lynn) Student Folklore Fieldwork Project",orflr_1971_169.xml,80444/xv72900,8,1,1,10
"Crocker (Victoria) Student Folklore Fieldwork Project",orflr_2011_012.xml,80444/xv80142,1,4,5,10
"Kang (Valerie) Student Folklore Fieldwork Project",orflr_1972_043.xml,80444/xv72790,9,1,0,10
"Tompkins (Brian Joseph) Student Folklore Fieldwork Project",orflr_2011_035.xml,80444/xv16580,7,2,1,10
"Kawalczyk (Nancy) Student Folklore Fieldwork Project",orflr_2008_111.xml,80444/xv60726,10,0,0,10
"Student Folklore Fieldwork Project",orflr_1973_142.xml,80444/xv64004,8,0,2,10
"Robison (Brian) Student Folklore Fieldwork Project",orflr_1973_079.xml,80444/xv49783,10,0,0,10
"Kingston (Elizabeth) Student Folklore Fieldwork Project",orflr_1977_034.xml,80444/xv28900,10,0,0,10
"Anderson (Valerie) Student Folklore Fieldwork Project",orflr_1971_160.xml,80444/xv26736,8,1,1,10
"Zumwalt (Shelise) Student Folklore Fieldwork Project",orflr_2010_123.xml,80444/xv83419,0,7,3,10
"Hemphill (Rebecca J.) Student Folklore Fieldwork Project",orflr_1972_164.xml,80444/xv69610,10,0,0,10
"Holliday (Leigh) Student Folklore Fieldwork Project",orflr_2008_171.xml,80444/xv12106,8,0,2,10
"Miller (Francelia) Student Folklore Fieldwork Project",orflr_1985_034.xml,80444/xv28930,10,0,0,10
"Congdon (Kristin) Student Folklore Fieldwork Project",orflr_1981_015.xml,80444/xv38272,10,0,0,10
"Brown (Jordan) Student Folklore Fieldwork Project",orflr_2012_029.xml,80444/xv70132,8,2,0,10
"Couch (Becky A.) Student Folklore Fieldwork Project",orflr_1975_011.xml,80444/xv64056,8,1,0,9
"Kean (Robert Alan) Student Folklore Fieldwork Project",orflr_1976_147.xml,80444/xv97592,2,3,4,9
"Student Folklore Fieldwork Project",orflr_1973_219.xml,80444/xv54135,6,3,0,9
"Gehlert (Ann) Student Folklore Fieldwork Project",orflr_1972_115.xml,80444/xv19403,2,2,5,9
"Calhoun (Seabron) Student Folklore Fieldwork Project",orflr_1974_126.xml,80444/xv91854,9,0,0,9
"Stoican (Mary Ann) Student Folklore Fieldwork Project",orflr_1979_041.xml,80444/xv26239,8,0,1,9
"Troth (Nancy) Student Folklore Fieldwork Project",orflr_1971_092.xml,80444/xv70513,3,4,2,9
"Ufer (Sharon) Student Folklore Fieldwork Project",orflr_1970_118.xml,80444/xv16809,9,0,0,9
"Murray (Heidi) Student Folklore Fieldwork Project",orflr_1986_017.xml,80444/xv89907,3,2,4,9
"Pugh (William White Tison) Student Folklore Fieldwork Project",orflr_1996_006.xml,80444/xv11428,7,2,0,9
"Jones (Cheryl) Student Folklore Fieldwork Project",orflr_1974_153.xml,80444/xv01235,9,0,0,9
"Arnold (Nancy) Student Folklore Fieldwork Project",orflr_1991_034.xml,80444/xv87576,8,1,0,9
"Hartley (Edward) Student Folklore Fieldwork Project",orflr_1996_009.xml,80444/xv86413,9,0,0,9
"Mathis (Jennifer Walton) Student Folklore Fieldwork Project",orflr_1975_184.xml,80444/xv65713,8,0,1,9
"Anonymous Student Folklore Fieldwork Project",orflr_1969_043.xml,80444/xv86758,0,1,8,9
"Wollmuth (Jon C.) Student Folklore Fieldwork Project",orflr_1993_023.xml,80444/xv41644,9,0,0,9
"Hollowen (Douglas) Student Folklore Fieldwork Project",orflr_2008_038.xml,80444/xv94467,9,0,0,9
"Reini (Donna) Student Folklore Fieldwork Project",orflr_1976_072.xml,80444/xv74502,5,0,4,9
"Hazelwood (George) Student Folklore Fieldwork Project",orflr_1981_042.xml,80444/xv94647,9,0,0,9
"Hutchinson (Sarah M.) Student Folklore Fieldwork Project",orflr_2002_038.xml,80444/xv37759,9,0,0,9
"Bucher (Sam) Student Folklore Fieldwork Project",orflr_1988_023.xml,80444/xv63146,8,1,0,9
"Krowartz (Jackie) Student Folklore Fieldwork Project",orflr_1972_125.xml,80444/xv59841,7,2,0,9
"Crawford (J. E.) Student Folklore Fieldwork Project",orflr_1974_229.xml,80444/xv47277,9,0,0,9
"Woerner (Shannon) Student Folklore Fieldwork Project",orflr_2006_054.xml,80444/xv57852,7,0,2,9
"Anderson (Molly) Student Folklore Fieldwork Project",orflr_1986_001.xml,80444/xv28768,9,0,0,9
"Jankowski (Erica) Student Folklore Fieldwork Project",orflr_2002_061.xml,80444/xv84167,8,1,0,9
"Spinelli (Cynthia) Student Folklore Fieldwork Project",orflr_1974_036.xml,80444/xv68920,9,0,0,9
"Backer (John) Student Folklore Fieldwork Project",orflr_1982_101.xml,80444/xv29223,9,0,0,9
"Sher (M. Christine) Student Folklore Fieldwork Project",orflr_2002_089.xml,80444/xv41116,9,0,0,9
"Mikkelsen (Robert D.) Student Folklore Fieldwork Project",orflr_1972_048.xml,80444/xv08242,9,0,0,9
"Whitton (David) Student Folklore Fieldwork Project",orflr_2002_043.xml,80444/xv48657,8,0,0,8
"Cohen (Jil) Student Folklore Fieldwork Project",orflr_1979_028.xml,80444/xv68432,6,1,1,8
"Shanahan (Ariana) Student Folklore Fieldwork Project",orflr_2010_004.xml,80444/xv31143,0,0,8,8
"Alvarado (Karen) Student Folklore Fieldwork Project",orflr_1974_113.xml,80444/xv70245,0,7,1,8
"Goebel (Julie) Student Folklore Fieldwork Project",orflr_1976_015.xml,80444/xv22656,6,2,0,8
"Kao (David) Student Folklore Fieldwork Project",orflr_1981_025.xml,80444/xv48379,8,0,0,8
"Goodman (David) Student Folklore Fieldwork Project",orflr_2010_112.xml,80444/xv07626,6,2,0,8
"Cecile (Dana) Student Folklore Fieldwork Project",orflr_1985_047.xml,80444/xv10284,0,8,0,8
"Student Folklore Fieldwork Project",orflr_1973_118.xml,80444/xv75646,8,0,0,8
"Buck (Caleb) Student Folklore Fieldwork Project",orflr_2002_027.xml,80444/xv37207,8,0,0,8
"Frank (Lori Ann) Student Folklore Fieldwork Project",orflr_1977_153.xml,80444/xv67318,0,1,7,8
"Danielson (Linda L.) Student Folklore Fieldwork Project",orflr_1983_030.xml,80444/xv66046,4,4,0,8
"Christian (Tiffany) Student Folklore Fieldwork Project",orflr_2010_108.xml,80444/xv70584,7,0,1,8
"Sarbour (Mark) Student Folklore Fieldwork Project",orflr_1982_103.xml,80444/xv14263,8,0,0,8
"Student Folklore Fieldwork Project",orflr_1973_344.xml,80444/xv73455,8,0,0,8
"Golding (Luey) Student Folklore Fieldwork Project",orflr_1976_009.xml,80444/xv56170,8,0,0,8
"Eudy (Alexis) Student Folklore Fieldwork Project",orflr_2002_057.xml,80444/xv94317,6,0,2,8
"Student Folklore Fieldwork Project",orflr_1973_156.xml,80444/xv74737,8,0,0,8
"Faught (Rachel) Student Folklore Fieldwork Project",orflr_2011_017.xml,80444/xv95596,7,1,0,8
"Johnson (Richard Gene) Student Folklore Fieldwork Project",orflr_1974_068.xml,80444/xv85629,4,2,2,8
"Student Folklore Fieldwork Project",orflr_1973_124.xml,80444/xv67367,8,0,0,8
"Meng (Nancy) Student Folklore Fieldwork Project",orflr_1981_030.xml,80444/xv48428,6,0,2,8
"Schulz (Elke) Student Folklore Fieldwork Project",orflr_1986_019.xml,80444/xv59429,7,1,0,8
"Hallquist (Elaine) Student Folklore Fieldwork Project",orflr_1973_048.xml,80444/xv87188,8,0,0,8
"Schaeffer (Anne) Student Folklore Fieldwork Project",orflr_1974_180.xml,80444/xv77255,3,4,1,8
"Fox (Daniel M.) Student Folklore Fieldwork Project",orflr_1977_026.xml,80444/xv31796,8,0,0,8
"Arias (Yina) Student Folklore Fieldwork Project",orflr_2012_011.xml,80444/xv00329,0,0,8,8
"Pass (Sarah E.) Student Folklore Fieldwork Project",orflr_2006_037.xml,80444/xv69476,1,2,5,8
"Hopson (Randy) Student Folklore Fieldwork Project",orflr_1974_209.xml,80444/xv80749,0,1,7,8
"Hoder (Melinda) Student Folklore Fieldwork Project",orflr_1990_025.xml,80444/xv37182,0,3,5,8
"Shaumleffel (Virginia) Student Folklore Fieldwork Project",orflr_1981_036.xml,80444/xv54705,3,2,3,8
"Anonymous Student Folklore Fieldwork Project",orflr_1971_162.xml,80444/xv03686,3,3,2,8
"Student Folklore Fieldwork Project",orflr_1973_258.xml,80444/xv10153,8,0,0,8
"Brown (Rodney W.) Student Folklore Fieldwork Project",orflr_1978_003.xml,80444/xv78048,7,1,0,8
"Forrester (Cynthia) Student Folklore Fieldwork Project",orflr_1976_034.xml,80444/xv29321,6,0,2,8
"Rubio (Beatrice L.) Student Folklore Fieldwork Project",orflr_1982_095.xml,80444/xv43139,8,0,0,8
"Cable (Elizabeth Ann) Student Folklore Fieldwork Project",orflr_1987_005.xml,80444/xv09802,3,5,0,8
"Shaw (Matthew) Student Folklore Fieldwork Project",orflr_2010_061.xml,80444/xv86926,0,0,8,8
"McMinn (Peter) Student Folklore Fieldwork Project",orflr_1990_014.xml,80444/xv41070,1,3,4,8
"Bennett (Nancy) Student Folklore Fieldwork Project",orflr_1985_002.xml,80444/xv53646,8,0,0,8
"Saure (Susanne) Student Folklore Fieldwork Project",orflr_1983_009.xml,80444/xv01626,6,1,1,8
"Bates (Patrick) Student Folklore Fieldwork Project",orflr_2012_016.xml,80444/xv59582,8,0,0,8
"Christian (Tiffany) Folklore Terminal Project",orflr_2012_035.xml,80444/xv30490,2,4,2,8
"Rhea (Doris K.) Student Folklore Fieldwork Project",orflr_1985_039.xml,80444/xv63128,0,6,2,8
"Student Folklore Fieldwork Project",orflr_1972_011.xml,80444/xv68765,8,0,0,8
"Johnston (Jeri) Student Folklore Fieldwork Project",orflr_1975_133.xml,80444/xv08453,5,1,2,8
"Serling (Sandi) Student Folklore Fieldwork Project",orflr_1975_190.xml,80444/xv46691,7,0,0,7
"Wraith (Clayton) Student Folklore Fieldwork Project",orflr_2002_076.xml,80444/xv60821,7,0,0,7
"Baars (William A.) Student Folklore Fieldwork Project",orflr_1977_097.xml,80444/xv16574,6,0,1,7
"Ames (Alex) Student Folklore Fieldwork Project",orflr_2002_051.xml,80444/xv09442,2,0,5,7
"Manser (Paula) Student Folklore Fieldwork Project",orflr_1975_031.xml,80444/xv75103,3,2,2,7
"Came (Kirsten) Student Folklore Fieldwork Project",orflr_1991_006.xml,80444/xv28472,3,1,3,7
"Cushing (Caitlin) Student Folklore Fieldwork Project",orflr_2002_078.xml,80444/xv83306,6,1,0,7
"Mayer (Sheila) Student Folklore Fieldwork Project",orflr_1991_016.xml,80444/xv71380,4,3,0,7
"Student Folklore Fieldwork Project",orflr_1973_292.xml,80444/xv72729,4,2,1,7
"McKendry (Margaret) Student Folklore Fieldwork Project",orflr_1971_239.xml,80444/xv99377,0,3,4,7
"Hone (Kim) Student Folklore Fieldwork Project",orflr_1975_095.xml,80444/xv42953,3,1,3,7
"Peruzzo (James) Student Folklore Fieldwork Project",orflr_1990_024.xml,80444/xv51010,4,0,3,7
"Hendry (Christine) Student Folklore Fieldwork Project",orflr_1989_046.xml,80444/xv84924,6,1,0,7
"Owens (Cynthia) Student Folklore Fieldwork Project",orflr_1977_095.xml,80444/xv76431,7,0,0,7
"Jesberg (Elisabeth) Student Folklore Fieldwork Project",orflr_1974_248.xml,80444/xv70993,7,0,0,7
"Jencson (Linda) Student Folklore Fieldwork Project",orflr_1983_006.xml,80444/xv33132,7,0,0,7
"Wilson (Nicole) Student Folklore Fieldwork Project",orflr_2006_040.xml,80444/xv19378,0,0,7,7
"Hogg (Michelle) Student Folklore Fieldwork Project",orflr_1982_033.xml,80444/xv33264,0,7,0,7
"Hakanson (Sasha) Student Folklore Fieldwork Project",orflr_2008_139.xml,80444/xv03701,3,4,0,7
"Hansen (Cory L.) Student Folklore Fieldwork Project",orflr_1984_028.xml,80444/xv52487,7,0,0,7
"Student Folklore Fieldwork Project",orflr_1973_149.xml,80444/xv27551,2,2,3,7
"Havlitschka (Katia) Student Folklore Fieldwork Project",orflr_1983_005.xml,80444/xv94442,7,0,0,7
"Luciano (Jessica) Student Folklore Fieldwork Project",orflr_2004_009.xml,80444/xv22442,2,3,2,7
"Camp (Ian) Student Folklore Fieldwork Project",orflr_1990_006.xml,80444/xv64410,0,5,2,7
"Clopton (Lynn M.) Student Folklore Fieldwork Project",orflr_1975_009.xml,80444/xv72998,7,0,0,7
"Horton (Derek) Student Folklore Fieldwork Project",orflr_1989_021.xml,80444/xv59646,4,3,0,7
"Monda (Joseph Bruce) Student Folklore Fieldwork Project",orflr_1974_270.xml,80444/xv96847,7,0,0,7
"Kettner (Peter) Student Folklore Fieldwork Project",orflr_1993_022.xml,80444/xv02294,6,1,0,7
"Ashford (Karen) Student Folklore Fieldwork Project",orflr_1972_168.xml,80444/xv58700,2,1,4,7
"Weinert (Paul) Student Folklore Fieldwork Project",orflr_2006_030.xml,80444/xv92129,0,4,3,7
"Carr (Revell) Student Folklore Fieldwork Project",orflr_1996_021.xml,80444/xv86791,5,2,0,7
"McLaughlin (Patricia) Student Folklore Fieldwork Project",orflr_1981_048.xml,80444/xv08178,1,1,5,7
"Rothstein (Rosalynn) Student Folklore Fieldwork Project",orflr_2012_076.xml,80444/xv00222,7,0,0,7
"Cook (Kathryn A.) Student Folklore Fieldwork Project",orflr_1972_102.xml,80444/xv21923,7,0,0,7
"Student Folklore Fieldwork Project",orflr_1973_308.xml,80444/xv83212,7,0,0,7
"von Damm (Lia) Student Folklore Fieldwork Project",orflr_1996_010.xml,80444/xv44363,0,3,4,7
"Heuser (Betsy) Student Folklore Fieldwork Project",orflr_1982_112.xml,80444/xv22467,5,0,2,7
"Aus (Laurelin) Student Folklore Fieldwork Project",orflr_2012_013.xml,80444/xv11663,0,0,7,7
"Skade (Patricia) Student Folklore Fieldwork Project",orflr_1975_191.xml,80444/xv32357,7,0,0,7
"Dean (Kevin) Student Folklore Fieldwork Project",orflr_1980_049.xml,80444/xv95266,0,1,6,7
"Wampler (Dave) Student Folklore Fieldwork Project",orflr_1981_054.xml,80444/xv43145,2,2,3,7
"Gay (Peter) Student Folklore Fieldwork Project",orflr_1975_173.xml,80444/xv87432,2,2,3,7
"Douglass (Dennis R.) Student Folklore Fieldwork Project",orflr_1971_329.xml,80444/xv86132,0,0,7,7
"Anonymous Student Folklore Fieldwork Project",orflr_1971_165.xml,80444/xv09341,4,1,2,7
"Morse (Holly Diane) Student Folklore Fieldwork Project",orflr_1975_187.xml,80444/xv66040,0,7,0,7
"King (Nancy) Student Folklore Fieldwork Project",orflr_1971_217.xml,80444/xv85275,7,0,0,7
"Boyd (Nathanial) Student Folklore Fieldwork Project",orflr_2009_005.xml,80444/xv79873,5,0,2,7
"Student Folklore Fieldwork Project",orflr_1973_319.xml,80444/xv27798,7,0,0,7
"Azad (Zahra) Student Folklore Fieldwork Project",orflr_1974_213.xml,80444/xv89767,1,1,5,7
"James (Gypsy) Student Folklore Fieldwork Project",orflr_2012_081.xml,80444/xv96771,7,0,0,7
"Geary (Wendy) Student Folklore Fieldwork Project",orflr_1977_027.xml,80444/xv42910,1,3,3,7
"Johnson (Fletcher H.) Student Folklore Fieldwork Project",orflr_2002_066.xml,80444/xv51440,1,6,0,7
"Loomis (Christine) Student Folklore Fieldwork Project",orflr_1973_061.xml,80444/xv97720,4,1,2,7
"Smith (Regina) Student Folklore Fieldwork Project",orflr_1977_052.xml,80444/xv71652,7,0,0,7
"Ziegler (Andrea) Student Folklore Fieldwork Project",orflr_1989_034.xml,80444/xv49472,3,3,1,7
"Rouzie (Rebecca) Student Folklore Fieldwork Project",orflr_1974_318.xml,80444/xv95513,0,0,7,7
"Lande (Susanne) Student Folklore Fieldwork Project",orflr_1985_026.xml,80444/xv67208,0,0,7,7
"Bacon (Barbara) Student Folklore Fieldwork Project",orflr_1982_001.xml,80444/xv37469,0,4,3,7
"Berg (Elaine) Student Folklore Fieldwork Project",orflr_1972_098.xml,80444/xv03985,0,1,6,7
"Pattison (Michelle) Student Folklore Fieldwork Project",orflr_1984_021.xml,80444/xv45541,1,5,1,7
"Student Folklore Fieldwork Project",orflr_1973_354.xml,80444/xv52581,0,0,7,7
"Adams (Lisa) Student Folklore Fieldwork Project",orflr_2002_007.xml,80444/xv57104,3,0,4,7
"Student Folklore Fieldwork Project",orflr_1971_362.xml,80444/xv77947,6,0,0,6
"Bird (Amanda) Student Folklore Fieldwork Project",orflr_2005_004.xml,80444/xv57827,0,1,5,6
"Student Folklore Fieldwork Project",orflr_1973_350.xml,80444/xv93853,0,0,6,6
"Stepash (Ann) Student Folklore Fieldwork Project",orflr_1977_127.xml,80444/xv62884,6,0,0,6
"Bergstrom (Anna) Student Folklore Fieldwork Project",orflr_2012_019.xml,80444/xv01898,6,0,0,6
"Van Wagoner (Karen) Student Folklore Fieldwork Project",orflr_1976_086.xml,80444/xv73654,4,0,2,6
"Peterson (Daniel) Student Folklore Fieldwork Project",orflr_1975_198.xml,80444/xv44961,0,0,6,6
"Bebernitz (Eric) Student Folklore Fieldwork Project",orflr_2005_011.xml,80444/xv77783,6,0,0,6
"Fraim (Vanessa) Student Folklore Fieldwork Project",orflr_1976_017.xml,80444/xv46820,6,0,0,6
"Marsden (Samantha) Student Folklore Fieldwork Project",orflr_2008_061.xml,80444/xv28558,2,4,0,6
"Llewellyn (Diane) Student Folklore Fieldwork Project",orflr_1972_128.xml,80444/xv74676,1,3,2,6
"Anonymous Student Folklore Fieldwork Project",orflr_1981_004.xml,80444/xv08999,6,0,0,6
"Allen (Jennifer) Student Folklore Fieldwork Project",orflr_1974_112.xml,80444/xv66619,0,0,6,6
"Volger (Courtney) Student Folklore Fieldwork Project",orflr_2011_040.xml,80444/xv46008,0,0,6,6
"Student Folklore Fieldwork Project",orflr_1971_354.xml,80444/xv54837,6,0,0,6
"Hancock (Elizabeth) Student Folklore Fieldwork Project",orflr_2008_215.xml,80444/xv66452,6,0,0,6
"Fox (Molly) Student Folklore Fieldwork Project",orflr_1974_138.xml,80444/xv03158,6,0,0,6
"Munoz (Maureen) Student Folklore Fieldwork Project",orflr_1971_235.xml,80444/xv92443,2,3,1,6
"Sherwood (Sidney Anna) Student Folklore Fieldwork Project",orflr_1971_082.xml,80444/xv52664,2,4,0,6
"Hopkins (Louise) Student Folklore Fieldwork Project",orflr_1971_049.xml,80444/xv70779,6,0,0,6
"Wagar (Arlene) Student Folklore Fieldwork Project",orflr_1976_087.xml,80444/xv47427,6,0,0,6
"Ottosen (JoAnn) Student Folklore Fieldwork Project",orflr_1972_193.xml,80444/xv21630,6,0,0,6
"Strohmeyer (Karen) Student Folklore Fieldwork Project",orflr_1971_268.xml,80444/xv96817,5,0,1,6
"Goddard (Ann) Student Folklore Fieldwork Project",orflr_1975_175.xml,80444/xv27682,4,2,0,6
"Mithen (Wendy) Student Folklore Fieldwork Project",orflr_1976_059.xml,80444/xv96786,2,4,0,6
"Steinbach (Kyle) Student Folklore Fieldwork Project",orflr_2009_003.xml,80444/xv30551,0,0,6,6
"Nash (Victor Thomas) Folklore Thesis",orflr_1975_194.xml,80444/xv96972,4,2,0,6
